Local time,Open,High,Low,Close,Volume
20.04.2020 01:58:00.000 GMT+0100,0.96821,0.96826,0.96816,0.96823,51.5
20.04.2020 01:59:00.000 GMT+0100,0.96824,0.96840,0.96817,0.96840,92.46
20.04.2020 02:00:00.000 GMT+0100,0.96841,0.96842,0.96831,0.96831,143.43
20.04.2020 02:01:00.000 GMT+0100,0.96830,0.96832,0.96826,0.96831,43.41
20.04.2020 02:02:00.000 GMT+0100,0.96830,0.96833,0.96826,0.96828,72.26
20.04.2020 02:03:00.000 GMT+0100,0.96828,0.96833,0.96815,0.96815,83.76
20.04.2020 02:04:00.000 GMT+0100,0.96820,0.96840,0.96820,0.96838,112.31
20.04.2020 02:05:00.000 GMT+0100,0.96839,0.96842,0.96835,0.96838,73.52
20.04.2020 02:06:00.000 GMT+0100,0.96838,0.96838,0.96820,0.96828,152.68
20.04.2020 02:07:00.000 GMT+0100,0.96826,0.96837,0.96824,0.96833,50.78
20.04.2020 02:08:00.000 GMT+0100,0.96831,0.96835,0.96824,0.96827,75.19
20.04.2020 02:09:00.000 GMT+0100,0.96825,0.96833,0.96822,0.96827,100.5
20.04.2020 02:10:00.000 GMT+0100,0.96828,0.96829,0.96820,0.96829,99.98
20.04.2020 02:11:00.000 GMT+0100,0.96829,0.96829,0.96819,0.96820,54.02
20.04.2020 02:12:00.000 GMT+0100,0.96818,0.96824,0.96812,0.96824,105.45
20.04.2020 02:13:00.000 GMT+0100,0.96824,0.96825,0.96822,0.96823,67.82
20.04.2020 02:14:00.000 GMT+0100,0.96823,0.96824,0.96820,0.96822,49.13
20.04.2020 02:15:00.000 GMT+0100,0.96822,0.96831,0.96820,0.96829,67.47
20.04.2020 02:16:00.000 GMT+0100,0.96829,0.96839,0.96822,0.96822,146.14
20.04.2020 02:17:00.000 GMT+0100,0.96820,0.96823,0.96814,0.96814,34.86
20.04.2020 02:18:00.000 GMT+0100,0.96813,0.96813,0.96806,0.96808,34.19
20.04.2020 02:19:00.000 GMT+0100,0.96811,0.96823,0.96811,0.96816,50.19
20.04.2020 02:20:00.000 GMT+0100,0.96818,0.96824,0.96816,0.96816,70.61
20.04.2020 02:21:00.000 GMT+0100,0.96816,0.96816,0.96803,0.96803,64.77
20.04.2020 02:22:00.000 GMT+0100,0.96802,0.96816,0.96802,0.96814,35.17
20.04.2020 02:23:00.000 GMT+0100,0.96814,0.96816,0.96806,0.96806,43.81
20.04.2020 02:24:00.000 GMT+0100,0.96806,0.96812,0.96801,0.96810,115.72
20.04.2020 02:25:00.000 GMT+0100,0.96809,0.96811,0.96806,0.96806,29.25
20.04.2020 02:26:00.000 GMT+0100,0.96810,0.96820,0.96810,0.96820,77.78
20.04.2020 02:27:00.000 GMT+0100,0.96824,0.96833,0.96824,0.96827,52.08
20.04.2020 02:28:00.000 GMT+0100,0.96828,0.96828,0.96816,0.96819,41.61
20.04.2020 02:29:00.000 GMT+0100,0.96818,0.96823,0.96810,0.96822,85.17
20.04.2020 02:30:00.000 GMT+0100,0.96821,0.96821,0.96812,0.96812,41.64
20.04.2020 02:31:00.000 GMT+0100,0.96812,0.96818,0.96808,0.96816,46.59
20.04.2020 02:32:00.000 GMT+0100,0.96820,0.96833,0.96820,0.96829,82.51
20.04.2020 02:33:00.000 GMT+0100,0.96831,0.96842,0.96830,0.96842,47.79
20.04.2020 02:34:00.000 GMT+0100,0.96839,0.96845,0.96839,0.96843,48.73
20.04.2020 02:35:00.000 GMT+0100,0.96841,0.96851,0.96841,0.96851,49.93
20.04.2020 02:36:00.000 GMT+0100,0.96854,0.96855,0.96848,0.96848,40.19
20.04.2020 02:37:00.000 GMT+0100,0.96850,0.96850,0.96838,0.96846,42.64
20.04.2020 02:38:00.000 GMT+0100,0.96847,0.96849,0.96844,0.96845,62.17
20.04.2020 02:39:00.000 GMT+0100,0.96843,0.96843,0.96837,0.96843,63.77
20.04.2020 02:40:00.000 GMT+0100,0.96842,0.96844,0.96837,0.96837,30.88
20.04.2020 02:41:00.000 GMT+0100,0.96836,0.96836,0.96830,0.96831,21.22
20.04.2020 02:42:00.000 GMT+0100,0.96833,0.96834,0.96818,0.96823,58.69
20.04.2020 02:43:00.000 GMT+0100,0.96823,0.96837,0.96820,0.96837,76.4
20.04.2020 02:44:00.000 GMT+0100,0.96838,0.96838,0.96832,0.96835,51.59
20.04.2020 02:45:00.000 GMT+0100,0.96835,0.96835,0.96832,0.96833,24.6
20.04.2020 02:46:00.000 GMT+0100,0.96832,0.96834,0.96830,0.96832,37.86
20.04.2020 02:47:00.000 GMT+0100,0.96830,0.96832,0.96824,0.96826,70.05
20.04.2020 02:48:00.000 GMT+0100,0.96828,0.96831,0.96828,0.96831,33.28
20.04.2020 02:49:00.000 GMT+0100,0.96833,0.96833,0.96827,0.96831,44.29
20.04.2020 02:50:00.000 GMT+0100,0.96832,0.96832,0.96815,0.96816,46.38
20.04.2020 02:51:00.000 GMT+0100,0.96820,0.96820,0.96804,0.96804,56.47
20.04.2020 02:52:00.000 GMT+0100,0.96803,0.96808,0.96798,0.96803,64.67
20.04.2020 02:53:00.000 GMT+0100,0.96802,0.96803,0.96800,0.96803,46.06
20.04.2020 02:54:00.000 GMT+0100,0.96805,0.96814,0.96803,0.96807,57.48
20.04.2020 02:55:00.000 GMT+0100,0.96811,0.96816,0.96806,0.96815,74.86
