Local time,Open,High,Low,Close,Volume
20.04.2020 03:17:00.000 GMT+0100,1.08658,1.08678,1.08658,1.08676,78.76
20.04.2020 03:18:00.000 GMT+0100,1.08676,1.08682,1.08674,1.08680,91.48
20.04.2020 03:19:00.000 GMT+0100,1.08680,1.08700,1.08678,1.08697,119.77
20.04.2020 03:20:00.000 GMT+0100,1.08697,1.08702,1.08696,1.08696,93.09
20.04.2020 03:21:00.000 GMT+0100,1.08696,1.08701,1.08687,1.08690,154.29
20.04.2020 03:22:00.000 GMT+0100,1.08689,1.08698,1.08689,1.08693,74.18
20.04.2020 03:23:00.000 GMT+0100,1.08693,1.08695,1.08687,1.08692,88.09
20.04.2020 03:24:00.000 GMT+0100,1.08692,1.08701,1.08692,1.08699,73.72
20.04.2020 03:25:00.000 GMT+0100,1.08699,1.08700,1.08695,1.08695,102.37
20.04.2020 03:26:00.000 GMT+0100,1.08695,1.08695,1.08686,1.08692,105.77
20.04.2020 03:27:00.000 GMT+0100,1.08692,1.08716,1.08690,1.08697,126.21
20.04.2020 03:28:00.000 GMT+0100,1.08695,1.08703,1.08686,1.08688,76.33
20.04.2020 03:29:00.000 GMT+0100,1.08687,1.08688,1.08684,1.08684,51.09
20.04.2020 03:30:00.000 GMT+0100,1.08686,1.08690,1.08674,1.08674,176.43
20.04.2020 03:31:00.000 GMT+0100,1.08673,1.08677,1.08668,1.08677,40.04
20.04.2020 03:32:00.000 GMT+0100,1.08675,1.08679,1.08675,1.08679,54.28
20.04.2020 03:33:00.000 GMT+0100,1.08680,1.08692,1.08679,1.08690,40.93
20.04.2020 03:34:00.000 GMT+0100,1.08690,1.08692,1.08678,1.08678,58.83
20.04.2020 03:35:00.000 GMT+0100,1.08679,1.08685,1.08676,1.08678,68.07
20.04.2020 03:36:00.000 GMT+0100,1.08678,1.08686,1.08675,1.08675,65.43
20.04.2020 03:37:00.000 GMT+0100,1.08676,1.08676,1.08669,1.08669,47.45
20.04.2020 03:38:00.000 GMT+0100,1.08670,1.08675,1.08659,1.08659,37.95
20.04.2020 03:39:00.000 GMT+0100,1.08659,1.08659,1.08640,1.08640,82.42
20.04.2020 03:40:00.000 GMT+0100,1.08639,1.08642,1.08632,1.08638,106.04
20.04.2020 03:41:00.000 GMT+0100,1.08639,1.08639,1.08628,1.08631,151.79
20.04.2020 03:42:00.000 GMT+0100,1.08630,1.08650,1.08630,1.08647,148.46
20.04.2020 03:43:00.000 GMT+0100,1.08649,1.08649,1.08639,1.08642,92.06
20.04.2020 03:44:00.000 GMT+0100,1.08640,1.08643,1.08640,1.08643,34.28
20.04.2020 03:45:00.000 GMT+0100,1.08644,1.08647,1.08635,1.08638,104.92
20.04.2020 03:46:00.000 GMT+0100,1.08637,1.08644,1.08635,1.08640,105.93
20.04.2020 03:47:00.000 GMT+0100,1.08640,1.08640,1.08628,1.08629,76.33
20.04.2020 03:48:00.000 GMT+0100,1.08629,1.08630,1.08621,1.08626,74.83
20.04.2020 03:49:00.000 GMT+0100,1.08627,1.08631,1.08627,1.08628,41.79
20.04.2020 03:50:00.000 GMT+0100,1.08628,1.08636,1.08627,1.08634,37.05
20.04.2020 03:51:00.000 GMT+0100,1.08634,1.08634,1.08625,1.08625,60.18
20.04.2020 03:52:00.000 GMT+0100,1.08624,1.08626,1.08621,1.08625,63.02
20.04.2020 03:53:00.000 GMT+0100,1.08625,1.08629,1.08623,1.08625,81.85
20.04.2020 03:54:00.000 GMT+0100,1.08625,1.08634,1.08625,1.08631,62.31
20.04.2020 03:55:00.000 GMT+0100,1.08629,1.08629,1.08623,1.08629,81.92
20.04.2020 03:56:00.000 GMT+0100,1.08628,1.08634,1.08627,1.08630,40.39
20.04.2020 03:57:00.000 GMT+0100,1.08631,1.08632,1.08619,1.08619,67.19
20.04.2020 03:58:00.000 GMT+0100,1.08620,1.08625,1.08619,1.08621,78.13
20.04.2020 03:59:00.000 GMT+0100,1.08621,1.08625,1.08620,1.08621,77.65
20.04.2020 04:00:00.000 GMT+0100,1.08620,1.08621,1.08612,1.08612,100.26
